ticker,date,timeframe,current_price,data_points,daily_ema10,daily_ema10slope,daily_ema20,daily_ema20slope,daily_sma10,daily_sma10slope,daily_price2_sma10pct,daily_sma20,daily_sma20slope,daily_price2_sma20pct,daily_sma50,daily_sma50slope,daily_price2_sma50pct,daily_sma200,daily_sma200slope,daily_price2_sma200pct,daily_sma250,daily_sma250slope,daily_price2_sma250pct,daily_sma350,daily_sma350slope,daily_price2_sma350pct,daily_rsi_14,daily_price_position_52w,daily_macd,daily_macd_signal,daily_macd_histogram,atr,atr_pct,sma50,atrext_dollar,atrext_percent,atr_percentile_100,daily_daily_daily_1d_pct_change,daily_5period_pct_change,daily_10period_pct_change,daily_daily_daily_3d_pct_change,daily_daily_daily_5d_pct_change,daily_daily_weekly_7d_pct_change,daily_daily_weekly_14d_pct_change,daily_daily_monthly_22d_pct_change,daily_daily_monthly_44d_pct_change,daily_daily_quarterly_66d_pct_change,daily_daily_quarterly_132d_pct_change,daily_daily_yearly_252d_pct_change,daily_momentum_20,daily_quarter_pct_change,daily_half_year_pct_change,daily_year_pct_change,daily_avg_volume_20,daily_volume_trend,obv,obv_trend,daily_ATH,daily_ATL,daily_is_new_ATH,daily_is_new_ATL,daily_distance_from_ATH_pct,daily_distance_from_ATL_pct,daily_ATH_ATL_position_pct,daily_candle_strength,daily_candle_strength_pct,daily_body_ratio,daily_upper_wick_ratio,daily_lower_wick_ratio,daily_oppression_factor,daily_candle_type,daily_is_bullish,total_range,body_size,daily_wick_dominance,directional_strength,daily_avg_candle_strength_5,daily_avg_candle_strength_5_pct,trend_days_10_pct,daily_priceabovesma10,daily_priceaboveema20,daily_priceabovesma50,daily_sma10vssma20,daily_sma20vssma50,daily_sma50vssma200,daily_perfectbullishalignment,daily_at_20day_high,daily_at_20day_low,daily_5day_low_vs_30day_high,SP500,NASDAQ100,Russell1000,Russell3000,SP100,NASDAQComposite,DowJonesIndustrialAverage,SP500CommunicationServices,SP500ConsumerDiscretionary,SP500ConsumerStaples,SP500Energy,SP500Financials,SP500HealthCare,SP500Industrials,SP500InformationTechnology,SP500Utilities
CVX,2025-09-05,daily,153.6600,421,157.2836,0.1195,156.0723,0.2506,158.4140,0.4527,-3.0010,155.9378,0.3880,-1.4607,152.0489,0.2740,1.0596,147.5503,0.0368,4.1408,146.5345,0.0801,4.8626,146.6140,0.0207,4.8058,47.4086,0.6766,1.8447,2.1663,-0.3216,2.7651,1.7995,152.0489,0.5827,0.5888,0.1600,-1.5379,-4.3213,-2.8575,-2.7837,-4.3213,-3.5041,0.0325,1.6956,5.4074,11.3368,0.3785,13.0635,3.4531,7.3149,-0.9179,13.0635,8054415.0000,0.0822,235340300,905205.0000,164.6493,130.6661,False,False,-6.6744,17.5974,67.6625,0.5912,59.1200,0.7430,0.2043,0.0526,0.2043,Strong Body,False,3.2300,2.4000,0.2570,0.7430,0.3299,32.9900,55.5556,False,False,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False
KO,2025-09-05,daily,67.9600,421,68.8209,-0.1000,69.1623,-0.0742,68.8230,-0.1458,-1.2539,69.5290,-0.0356,-2.2566,69.6410,-0.0175,-2.4138,67.6916,0.0341,0.3965,67.6075,-0.0062,0.5214,66.1996,0.0335,2.6592,35.3731,0.5969,-0.3613,-0.1998,-0.1614,0.9793,1.4410,69.6410,-1.7165,-1.6750,0.4200,-0.0735,-1.4930,-3.0943,-1.4930,-1.4930,-1.2640,-1.6925,-2.2299,-4.2952,-3.8179,-2.7116,-3.6005,-2.4331,-5.0323,-2.3913,-3.6005,15250995.0000,0.5705,233134500,-4227950.0000,73.3783,55.9759,False,False,-7.3840,21.4093,68.8646,0.0139,1.3900,0.0704,0.8028,0.1268,0.8028,Doji,False,0.7100,0.0500,0.9296,0.0704,0.1730,17.3000,33.3333,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False
ASML,2025-09-05,daily,781.7000,421,752.9835,-0.1233,747.7182,0.3335,754.6430,0.4442,3.5854,748.0420,2.5753,4.4995,750.2702,-0.7443,4.1891,723.2030,0.3808,8.0886,729.2622,-0.3783,7.1905,788.1141,-0.6321,-0.8139,61.9993,0.6906,5.1525,2.9127,2.2398,17.6597,2.2591,750.2702,1.7797,1.8543,0.2400,0.8801,5.2625,3.5515,6.0910,5.2625,1.5195,4.5683,13.1325,-0.4318,4.6102,12.3579,-2.9671,1.1964,-0.3048,7.3379,-2.9671,1326990.0000,0.5341,-1535900,138345.0000,1088.9740,593.6830,False,False,-28.2168,31.6696,37.9609,0.1972,19.7200,0.4045,0.0830,0.5125,0.5125,Moderate Body,True,16.8600,6.8200,0.5955,0.4045,0.5402,54.0200,55.5556,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
GE,2025-09-05,daily,279.2300,421,275.6086,0.8910,272.9910,0.6377,274.4450,1.0128,1.7435,272.5115,0.2599,2.4654,265.8913,0.6723,5.0166,216.1882,0.4786,29.1606,209.1518,0.4406,33.5059,195.7440,0.3517,42.6506,69.1971,0.9753,3.4630,2.9058,0.5573,6.2421,2.2355,265.8913,2.1369,2.2441,0.7100,-1.0770,1.4644,4.7649,1.1960,1.4644,2.1511,4.0156,2.5525,12.2984,12.3630,39.0846,68.9289,1.4338,13.8961,38.4140,68.9289,4253195.0000,0.1212,511754392,616780.0000,282.2700,98.0356,False,False,-1.0770,184.8253,98.3499,0.2009,20.0900,0.2422,0.1705,0.5873,0.1705,Weak Body,False,12.5500,3.0400,0.7578,0.2422,0.2790,27.9000,66.6667,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
TMUS,2025-09-05,daily,252.7600,421,252.6153,0.1272,250.8480,0.2842,252.2230,-0.3956,0.2129,252.7355,0.6613,0.0097,242.5172,0.5408,4.2235,241.9327,0.0867,4.4753,236.0972,0.2250,7.0576,218.7138,0.2723,15.5666,45.9152,0.7642,2.8871,3.6063,-0.7192,4.5541,1.8017,242.5172,2.2492,2.3442,0.1600,-0.0277,0.3056,0.3215,0.0396,0.3056,0.5570,-0.9483,5.6601,6.3670,3.6411,-3.6451,28.5004,1.4544,9.4483,-2.4896,28.5004,3818725.0000,-0.1791,195278600,106885.0000,271.8267,156.9720,False,False,-7.0143,61.0223,83.3993,0.0050,0.5000,0.0170,0.7046,0.2784,0.7046,Doji,False,4.1300,0.0700,0.9830,0.0170,0.3064,30.6400,44.4444,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False
UNH,2025-09-05,daily,315.3900,421,306.1397,1.6874,298.0936,1.6414,307.1200,0.6478,2.6928,294.9630,3.3212,6.9253,288.7410,0.1392,9.2294,421.7257,-1.4565,-25.2144,452.1535,-1.0981,-30.2471,470.1606,-0.3677,-32.9187,61.4211,0.2053,8.7207,6.6623,2.0584,9.4441,2.9944,288.7410,2.8218,3.0822,0.1700,1.5945,1.7814,2.5925,2.4393,1.7814,3.7877,2.2367,28.3221,3.8458,5.4475,-31.9220,-46.8130,18.6671,2.2762,-36.3495,-46.8130,17732405.0000,-0.1125,-133898300,5112550.0000,615.8388,237.7700,False,False,-48.7869,32.6450,20.5307,0.3913,39.1300,0.5082,0.2618,0.2300,0.2300,Moderate Body,True,9.7400,4.9500,0.4918,0.5082,0.3211,32.1100,44.4444,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False
CSCO,2025-09-05,daily,66.9000,421,67.9035,-0.0609,68.0731,-0.0345,68.0170,0.1082,-1.6422,68.3875,-0.0278,-2.1751,68.3704,0.0233,-2.1506,62.1657,0.0526,7.6157,60.2974,0.0770,10.9501,56.2080,0.0586,19.0221,54.7815,0.8011,-0.1242,-0.0116,-0.1127,1.2334,1.8436,68.3704,-1.1922,-1.1665,0.5300,-1.2109,-3.1698,-0.6239,-1.1379,-3.1698,-2.2501,-0.0747,-3.3377,-2.9450,4.5716,6.1772,38.2990,-3.9854,4.8486,11.2689,38.2990,21872280.0000,-0.0273,876129200,-5648630.0000,71.7900,43.5458,False,False,-6.8115,53.6313,82.6867,0.3874,38.7400,0.5062,0.2346,0.2593,0.2346,Moderate Body,False,1.6200,0.8200,0.4938,0.5062,0.2322,23.2200,44.4444,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False
AMD,2025-09-05,daily,151.1400,421,162.4297,-1.1886,164.8091,-0.6880,163.3460,-0.9820,-7.4725,168.3965,-0.5830,-10.2475,161.0998,0.5343,-6.1824,125.6788,0.0829,20.2589,131.4439,0.0710,14.9844,138.2696,-0.0238,9.3082,20.6413,0.6867,-1.1763,1.2671,-2.4435,6.6205,4.3804,161.0998,-1.5044,-1.4114,0.8100,-3.8060,-7.0651,-9.9070,-6.7785,-7.0651,-9.5674,-14.1933,-7.3443,12.1217,28.8381,51.8842,7.2904,-9.6401,24.7647,44.5071,7.2904,51920665.0000,0.0566,438281300,-15497910.0000,211.3800,78.2100,False,False,-28.4984,93.2489,54.7646,0.8567,85.6700,0.8592,0.0029,0.1379,0.0029,Strong Body,False,6.9600,5.9800,0.1408,0.8592,0.4105,41.0500,33.3333,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False
PM,2025-09-05,daily,161.5500,421,164.9415,-0.5275,166.3931,-0.3439,165.6210,-0.5690,-2.4580,167.2680,-0.0480,-3.4185,170.5040,-0.3506,-5.2515,153.8918,0.2086,4.9764,147.2179,0.1765,9.7353,134.1321,0.2249,20.4410,41.8482,0.6780,-1.7390,-1.1982,-0.5407,3.6891,2.2835,170.5040,-2.4272,-2.2997,0.5900,0.0495,-3.3387,-5.9389,-1.0232,-3.3387,-1.6079,-3.0312,-3.2577,-10.8444,-10.7494,6.6115,32.6034,-2.3564,-11.2361,5.4544,32.6034,5141500.0000,0.0947,430085200,-5400.0000,183.5679,83.3636,False,False,-11.9944,93.7896,78.0270,0.0119,1.1900,0.0402,0.2563,0.7035,0.7035,Doji,True,1.9900,0.0800,0.9598,0.0402,0.1317,13.1700,44.4444,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False
AZN,2025-09-05,daily,81.7000,421,80.6147,0.2466,79.1181,0.2751,80.6280,0.1374,1.3296,79.2230,0.3705,3.1266,74.4053,0.2262,9.8039,70.5601,0.0877,15.7879,71.2190,-0.0118,14.7165,72.8231,0.0413,12.1896,69.1377,0.8977,2.0391,2.0567,-0.0175,1.2131,1.4848,74.4053,6.0134,6.6029,0.0900,-0.4266,2.2528,0.9016,-0.4993,2.2528,2.2144,3.2609,11.7774,18.1505,14.5477,8.7484,-2.6901,6.9352,11.5652,6.3308,-2.6901,3720985.0000,-0.2275,266380000,1251915.0000,85.7895,58.4912,False,False,-4.7669,39.6791,85.0193,0.2358,23.5800,0.4023,0.4138,0.1839,0.4138,Moderate Body,False,0.8700,0.3500,0.5977,0.4023,0.3309,33.0900,44.4444,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
C,2025-09-05,daily,95.4000,421,95.5488,0.0787,94.7510,0.1327,95.8530,0.2290,-0.4726,94.8415,0.2057,0.5889,91.9437,0.3262,3.7592,77.1127,0.1417,23.7150,73.9393,0.1444,29.0247,69.8677,0.1082,36.5438,56.5618,0.9595,1.2874,1.4464,-0.1590,2.0889,2.1896,91.9437,1.6546,1.7168,0.7200,-2.0232,-1.2116,0.1470,0.3894,-1.2116,-1.5175,1.2524,3.4371,9.6204,25.4768,22.7277,61.3023,1.6925,22.5152,38.3976,61.3023,13339010.0000,0.0899,679891800,-1535790.0000,97.0800,48.2312,False,False,-1.7305,97.7973,96.5608,0.4324,43.2400,0.5144,0.1593,0.3264,0.1593,Moderate Body,False,3.8300,1.9700,0.4856,0.5144,0.3160,31.6000,44.4444,False,True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
PDD,2025-09-05,daily,124.6800,421,122.8136,0.1992,120.7308,0.3190,123.8520,0.3506,0.6685,120.5470,0.5200,3.4285,113.9750,0.3806,9.3924,109.7545,0.0403,13.5989,112.0383,0.1137,11.2834,118.3665,0.0113,5.3338,60.9728,0.5511,2.9057,3.0017,-0.0959,3.9236,3.1469,113.9750,2.7284,2.9846,0.5000,-0.9061,3.7099,-1.9117,0.2331,3.7099,2.0128,5.3574,9.4260,18.4608,26.7975,5.0556,34.4259,6.9118,20.8608,-3.2739,34.4259,9911610.0000,-0.4708,-44899300,2597815.0000,157.5700,88.3500,False,False,-20.8733,41.1205,52.4848,0.3184,31.8400,0.4634,0.3130,0.2236,0.3130,Moderate Body,False,2.4600,1.1400,0.5366,0.4634,0.4747,47.4700,44.4444,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
QCOM,2025-09-05,daily,159.8400,421,158.4525,0.1729,157.2638,0.2153,158.8722,0.2396,0.6092,156.7616,0.6040,1.9638,156.3168,0.0993,2.2539,154.7527,-0.0188,3.2874,156.9084,-0.0203,1.8684,164.1135,-0.0285,-2.6040,54.2286,0.7017,1.3665,1.0945,0.2720,3.7389,2.3392,156.3168,0.9423,0.9635,0.4000,-0.1499,-0.5537,1.1582,2.2060,-0.5537,0.0438,0.5916,9.5996,1.1070,7.9630,4.6796,-1.1959,4.0071,0.2257,1.8045,-1.1959,6931195.0000,0.1548,79324000,1221310.0000,222.2067,123.9156,False,False,-28.0670,28.9910,36.5490,0.0119,1.1900,0.0553,0.7857,0.1590,0.7857,Doji,False,4.3400,0.2400,0.9447,0.0553,0.3198,31.9800,55.5556,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False
GEV,2025-09-05,daily,582.0800,362,600.6387,-4.1462,607.9999,-2.4261,604.1950,-2.2014,-3.6602,615.9735,-3.2882,-5.5024,595.6427,1.8445,-2.2770,426.6721,1.2802,36.4233,395.3997,1.5756,47.2131,330.8213,1.3033,75.9500,38.0941,0.8233,-3.9418,2.8318,-6.7736,24.7550,4.2528,595.6427,-0.5479,-0.5354,0.9900,-2.9802,-5.0394,-4.1165,0.8734,-5.0394,-6.4766,-6.8702,-12.4099,9.8162,18.1276,78.6126,192.1482,-8.2779,20.4487,75.5565,192.1482,2748160.0000,0.5308,102822900,-417455.0000,664.5500,122.4611,False,False,-12.4099,375.3182,84.7866,0.4051,40.5100,0.4585,0.1164,0.4251,0.1164,Moderate Body,False,39.0000,17.8800,0.5415,0.4585,0.5418,54.1800,33.3333,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
ISRG,2025-09-05,daily,466.8600,421,465.5245,-1.8387,472.0491,-1.4982,466.8780,-1.7228,-0.0039,471.9700,-0.8242,-1.0827,495.0284,-1.0949,-5.6903,527.1163,-0.3788,-11.4313,521.3274,-0.0934,-10.4478,494.5429,0.2066,-5.5977,43.2241,0.1517,-9.0030,-8.7128,-0.2902,11.9535,2.5604,495.0284,-2.3565,-2.2224,0.2700,2.6449,-1.3607,-1.9531,5.8208,-1.3607,-0.9105,-2.9962,-1.5188,-12.6891,-15.4009,-17.1896,-3.0868,-3.1359,-10.6334,-4.4885,-3.0868,2107305.0000,0.5840,26705700,189105.0000,610.4500,322.1300,False,False,-23.5220,44.9291,50.1977,0.9072,90.7200,0.9107,0.0855,0.0038,0.0038,Strong Body,True,13.2100,12.0300,0.0893,0.9107,0.5152,51.5200,44.4444,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False
ANET,2025-09-05,daily,142.8500,421,137.4800,0.6966,134.2972,0.6274,136.3880,0.4440,4.7380,136.4035,0.5972,4.7261,121.7210,0.9364,17.3586,102.5728,0.2002,39.2669,101.4277,0.2188,40.8393,95.2585,0.1896,49.9604,62.3498,1.0000,4.7985,5.0701,-0.2717,4.5416,3.1793,121.7210,4.6523,5.4599,0.7000,-0.8881,4.6137,7.2045,3.9817,4.6137,7.1884,3.4845,2.9327,40.7805,51.1640,56.0009,75.2492,0.1805,51.6293,67.8811,75.2492,7618375.0000,0.1606,346272400,889030.0000,142.8500,57.3500,True,False,0.0000,149.0846,100.0000,0.1830,18.3000,0.2457,0.2553,0.4990,0.2553,Weak Body,False,5.2100,1.2800,0.7543,0.2457,0.3670,36.7000,66.6667,True,True,True,False,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
SPGI,2025-09-05,daily,538.0600,421,544.5948,-1.4536,546.4446,-0.7408,546.1801,-1.2223,-1.4867,551.1114,-0.8289,-2.3682,539.4824,0.5777,-0.2637,512.2426,0.1892,5.0401,511.1934,0.1292,5.2557,494.2390,0.3402,8.8664,30.3968,0.8014,-0.2397,2.6866,-2.9264,7.9509,1.4777,539.4824,-0.1789,-0.1784,0.2100,-0.8860,-1.8926,-3.1729,-0.2188,-1.8926,-2.1478,-2.2155,-4.1884,1.6632,5.2114,2.7869,5.5741,-3.1511,4.8675,9.2523,5.5741,1046480.0000,-0.1770,40484700,6775.0000,563.1683,404.0580,False,False,-4.4584,33.1641,84.2195,0.4373,43.7300,0.4508,0.0300,0.5192,0.0300,Moderate Body,False,10.6700,4.8100,0.5492,0.4508,0.3145,31.4500,33.3333,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
ACN,2025-09-05,daily,254.9500,421,254.9907,0.0591,256.1100,-0.0943,256.2160,0.3424,-0.4941,251.5370,0.2770,1.3569,269.1361,-0.7861,-5.2710,316.4384,-0.5021,-19.4314,323.0689,-0.3199,-21.0849,318.0437,-0.1795,-19.8380,61.2528,0.1092,-3.0470,-4.6124,1.5655,6.0019,2.3541,269.1361,-2.3636,-2.2390,0.2600,0.7986,-1.9310,-1.6473,0.3148,-1.9310,-0.8440,2.3361,2.9935,-14.7451,-18.1128,-27.8461,-24.5203,5.8517,-19.7340,-20.9433,-24.5203,3853460.0000,0.1355,-29886300,-148415.0000,394.3128,237.8700,False,False,-35.3432,7.1804,10.9177,0.1614,16.1400,0.2388,0.4374,0.3239,0.3239,Weak Body,True,8.4600,2.0200,0.7612,0.2388,0.2071,20.7100,33.3333,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
APP,2025-09-05,daily,490.2400,421,474.8855,4.9224,454.6300,4.3841,474.6260,6.3384,3.2897,456.7760,4.5786,7.3261,399.3332,2.9805,22.7646,350.5546,1.0040,39.8470,311.4447,1.5914,57.4083,245.3893,1.1732,99.7805,67.5709,0.9533,25.8546,23.2508,2.6038,23.9156,4.8783,399.3332,3.8011,4.6665,0.7500,-3.1146,2.4342,10.9944,0.5930,2.4342,5.8971,11.7891,25.5191,42.0985,23.0182,52.9658,457.8516,7.4761,27.8565,59.7654,457.8516,5441770.0000,0.2087,321118900,756040.0000,510.1300,38.1100,False,False,-3.8990,1186.3815,95.7862,0.3936,39.3600,0.4140,0.0491,0.5369,0.0491,Moderate Body,False,38.0700,15.7600,0.5860,0.4140,0.1862,18.6200,66.6667,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
BSX,2025-09-05,daily,107.2200,421,106.3522,0.2192,105.6619,0.1631,106.3490,0.2594,0.8190,104.9950,0.1126,2.1191,104.8136,0.0830,2.2959,100.1419,0.0924,7.0681,97.1438,0.1018,10.3724,90.9847,0.1093,17.8440,69.3041,0.9795,0.7614,0.5005,0.2609,1.7950,1.6741,104.8136,1.3406,1.3714,0.0300,0.1027,1.6303,0.9890,-0.2883,1.6303,1.2751,4.0466,4.1476,3.2650,3.9961,6.3690,30.8199,3.6919,7.8672,8.4125,30.8199,5990260.0000,0.0552,261246400,-852830.0000,107.7600,57.6000,False,False,-0.5011,86.1458,98.9234,0.0536,5.3600,0.0719,0.6732,0.2549,0.2549,Doji,True,1.5300,0.1100,0.9281,0.0719,0.1179,11.7900,33.3333,True,True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
AMGN,2025-09-05,daily,283.6400,421,286.2007,-0.7989,288.7536,-0.5974,286.7570,-1.0450,-1.0870,288.9980,-0.4605,-1.8540,293.2040,0.0519,-3.2619,285.7931,-0.0833,-0.7534,291.3754,-0.1502,-2.6548,294.2834,0.0743,-3.6167,31.4970,0.3924,-2.7810,-1.8872,-0.8938,5.5475,1.9558,293.2040,-1.7240,-1.6678,0.0400,1.3724,-1.4146,-3.4318,-0.0740,-1.4146,-1.5036,-3.0688,-0.3618,-3.1780,-2.0479,-6.4330,-12.0599,-1.0919,-2.7998,-9.7813,-12.0599,1905365.0000,0.2804,24008800,-168870.0000,329.1125,252.7439,False,False,-13.8167,12.2243,40.4566,0.5329,53.2900,0.6105,0.2623,0.1272,0.1272,Moderate Body,True,6.2900,3.8400,0.3895,0.6105,0.3820,38.2000,33.3333,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False
HPQ,2025-09-05,daily,29.3400,421,28.3009,0.2251,27.5585,0.1768,28.2150,0.2164,3.9872,27.4030,0.1961,7.0686,26.0944,0.0927,12.4379,28.6205,-0.0350,2.5138,29.8638,-0.0206,-1.7539,30.5766,0.0028,-4.0442,73.2143,0.4668,0.8743,0.6895,0.1849,0.6977,2.3781,26.0944,4.6517,5.2302,0.3900,0.9983,2.8031,5.7678,2.2300,2.8031,8.2257,9.3552,17.3131,15.7853,16.9249,-9.5133,-13.7288,9.1844,18.2111,2.6480,-13.7288,9309785.0000,-0.0697,138919200,3361950.0000,38.1451,21.6326,False,False,-23.0833,35.6286,46.6760,0.3835,38.3500,0.5273,0.2000,0.2727,0.2727,Moderate Body,True,0.5500,0.2900,0.4727,0.5273,0.4005,40.0500,66.6667,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
LULU,2025-09-05,daily,167.8000,421,195.9033,-1.2724,199.5848,-0.7712,199.8040,-0.4242,-16.0177,197.9280,0.0233,-15.2217,212.9712,-0.6852,-21.2100,300.7479,-0.6316,-44.2058,297.6040,-0.2488,-43.6163,298.1962,-0.4461,-43.7283,31.3549,0.0000,-5.3695,-4.8055,-0.5640,8.8675,5.2846,212.9712,-5.0940,-4.0136,0.4200,1.6108,-17.0129,-19.1676,-15.4788,-17.0129,-18.3733,-17.5916,-14.6099,-29.3682,-49.8970,-53.6669,-34.3274,1.0731,-33.4866,-48.6991,-34.3274,5795735.0000,3.1271,-69263900,-882365.0000,505.3800,167.8000,False,True,-66.7973,0.0000,0.0000,0.1973,19.7300,0.2180,0.6869,0.0951,0.0951,Weak Body,True,12.2000,2.6600,0.7820,0.2180,0.2603,26.0300,33.3333,False,False,False,True,False,False,False,False,True,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False
VRSN,2025-09-05,daily,280.0900,421,274.0756,0.7636,273.1250,0.3635,272.8150,0.5793,2.6666,270.4919,0.3263,3.5484,277.3499,-0.1213,0.9879,246.1472,0.4610,13.7896,233.4971,0.3711,19.9544,217.2695,0.2530,28.9136,69.4455,0.8067,0.2355,-1.3027,1.5382,4.9721,1.7752,277.3499,0.5511,0.5565,0.0900,1.0134,2.4582,3.9102,2.1816,2.4582,2.8344,4.9498,2.8102,-2.2929,1.8633,19.8418,52.3414,3.3798,0.3817,18.0882,52.3414,760315.0000,-0.2075,13943800,81100.0000,305.0997,167.3793,False,False,-8.1972,67.3385,81.8402,0.9493,94.9300,0.9493,0.0507,0.0000,0.0000,Strong Body,True,2.9600,2.8100,0.0507,0.9493,0.5454,54.5400,66.6667,True,True,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
NTRS,2025-09-05,daily,127.2700,421,129.0486,-0.1207,128.6466,0.0274,130.0207,0.1897,-2.1156,128.4278,0.1408,-0.9016,127.7517,0.2379,-0.3771,109.2525,0.1249,16.4917,106.0439,0.1669,20.0163,99.2106,0.1322,28.2826,55.1356,0.9006,0.8313,1.1671,-0.3359,2.6380,2.0728,127.7517,-0.1826,-0.1819,0.3100,-1.4862,-3.0545,-2.1452,-1.2636,-3.0545,-3.2682,0.1732,1.2732,-0.9572,19.7318,18.3845,46.6358,1.9561,17.3644,29.8874,46.6358,970315.0000,0.0832,56166900,-42830.0000,132.0600,73.8006,False,False,-3.6271,72.4512,91.7782,0.3803,38.0300,0.4305,0.1166,0.4529,0.1166,Moderate Body,False,4.4600,1.9200,0.5695,0.4305,0.1767,17.6700,33.3333,False,False,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False
FE,2025-09-05,daily,43.4800,421,43.4980,-0.0067,43.2789,0.0265,43.5790,0.0132,-0.2272,43.5190,0.0179,-0.0896,41.8785,0.0764,3.8241,40.2646,0.0170,7.9857,40.5051,0.0045,7.3445,39.8143,0.0224,9.2070,50.1818,0.9306,0.3977,0.5248,-0.1271,0.5269,1.2119,41.8785,3.0393,3.1555,0.0100,-0.2295,-0.3210,-0.7079,0.1843,-0.3210,-0.6626,1.5176,1.1280,10.2661,6.5228,15.1727,1.7647,-0.1699,9.2515,11.4426,1.7647,3325440.0000,-0.2334,96181500,-6120.0000,43.9500,33.3954,False,False,-1.0694,30.1977,95.5470,0.1458,14.5800,0.2041,0.2857,0.5102,0.2857,Weak Body,False,0.4900,0.1000,0.7959,0.2041,0.1949,19.4900,44.4444,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
AFRM,2025-09-05,daily,87.3500,421,83.3203,1.2149,79.8857,0.8867,82.5410,1.0942,5.8262,79.0307,0.6070,10.5266,72.8188,0.4606,19.9553,61.3797,0.1633,42.3110,57.9299,0.1807,50.7856,50.2037,0.1506,73.9911,60.2421,0.9572,4.1958,3.3798,0.8161,4.9992,5.7232,72.8188,2.9067,3.4867,0.9900,-4.0532,-1.2548,9.8880,2.3913,-1.2548,12.5789,11.6437,13.0305,22.6309,58.9338,41.5492,117.1265,14.8800,37.5591,82.1309,117.1265,9761515.0000,0.6556,219728700,3704075.0000,89.6600,24.1200,False,False,-2.5764,262.1476,96.4754,0.3715,37.1500,0.5460,0.3196,0.1344,0.3196,Moderate Body,False,6.7580,3.6900,0.4540,0.5460,0.4795,47.9500,55.5556,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
XLF,2025-09-05,daily,53.0700,421,53.4647,0.0417,53.1839,0.0559,53.6340,0.1016,-1.0516,53.0690,0.0988,0.0019,52.6664,0.0567,0.7663,50.2485,0.0228,5.6152,49.3648,0.0358,7.5058,47.0833,0.0384,12.7150,56.7329,0.9051,0.3700,0.3613,0.0087,0.6091,1.1478,52.6664,0.6626,0.6676,0.2600,-1.9220,-1.7040,-0.9334,-0.8037,-1.7040,-1.3202,1.0857,2.1559,0.7403,4.2519,4.5283,18.5212,2.4054,4.4154,8.8721,18.5212,35924035.0000,0.2022,1279866200,7673055.0000,54.0600,36.4360,False,False,-1.8313,45.6528,94.3827,0.6772,67.7200,0.7536,0.1014,0.1449,0.1014,Strong Body,False,1.3800,1.0400,0.2464,0.7536,0.3217,32.1700,55.5556,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
